epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
584,413.591,0.41606,0.36427,0.88509,0.99657,1,0.995,0.98118,0.23353,0.22288,0.81309,7.61e-05,7.61e-05,7.61e-05
585,414.278,0.43297,0.32646,0.88638,0.99657,1,0.995,0.98118,0.23353,0.22288,0.81309,7.28e-05,7.28e-05,7.28e-05
586,415,0.40298,0.30479,0.90901,0.99658,1,0.995,0.98068,0.22905,0.22191,0.81311,6.95e-05,6.95e-05,6.95e-05
587,415.703,0.38869,0.3239,0.87382,0.99658,1,0.995,0.98068,0.22905,0.22191,0.81311,6.62e-05,6.62e-05,6.62e-05
588,416.42,0.41871,0.31894,0.85863,0.9966,1,0.995,0.9807,0.22799,0.22523,0.81259,6.29e-05,6.29e-05,6.29e-05
589,417.113,0.39371,0.29628,0.89343,0.9966,1,0.995,0.9807,0.22799,0.22523,0.81259,5.96e-05,5.96e-05,5.96e-05
590,417.863,0.36631,0.2962,0.896,0.99667,1,0.995,0.98026,0.22864,0.22278,0.81221,5.63e-05,5.63e-05,5.63e-05
591,442.495,0.31277,0.27083,0.80222,0.99667,1,0.995,0.98026,0.22864,0.22278,0.81221,5.3e-05,5.3e-05,5.3e-05
592,443.283,0.33108,0.28656,0.81199,0.99667,1,0.995,0.98071,0.22896,0.22104,0.81201,4.97e-05,4.97e-05,4.97e-05
593,443.992,0.31267,0.24551,0.81201,0.99667,1,0.995,0.98071,0.22896,0.22104,0.81201,4.64e-05,4.64e-05,4.64e-05
594,444.727,0.35646,0.27966,0.80568,0.99664,1,0.995,0.98072,0.2268,0.21898,0.81164,4.31e-05,4.31e-05,4.31e-05
595,445.441,0.30415,0.27784,0.80003,0.99664,1,0.995,0.98072,0.2268,0.21898,0.81164,3.98e-05,3.98e-05,3.98e-05
596,446.172,0.31382,0.26542,0.79439,0.99664,1,0.995,0.98113,0.22495,0.21986,0.81148,3.65e-05,3.65e-05,3.65e-05
597,446.861,0.3051,0.25598,0.79269,0.99664,1,0.995,0.98113,0.22495,0.21986,0.81148,3.32e-05,3.32e-05,3.32e-05
598,447.578,0.29876,0.25201,0.79191,0.99661,1,0.995,0.98027,0.22472,0.21874,0.81163,2.99e-05,2.99e-05,2.99e-05
599,448.261,0.29617,0.26683,0.81334,0.99661,1,0.995,0.98027,0.22472,0.21874,0.81163,2.66e-05,2.66e-05,2.66e-05
600,448.985,0.30259,0.25149,0.81638,0.99663,1,0.995,0.98024,0.22359,0.21605,0.81163,2.33e-05,2.33e-05,2.33e-05
